cohort,gi_desc_bin_1,so_desc_bin_1,sss,sss_desc,sss_desc_bin,fsc,fsc_desc,fsc_desc_bin,fg_surv,id,card_id,arb_id,uo_email_address,campus_email
1920,Woman,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,25745,25745,25945,25745@coolcats.edu,25745@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10077,10077,10277,10077@coolcats.edu,10077@coolcats.edu
1819,Woman,LGBQ+,10,Top Rung,Upper,NA,NA,Lower,NA,34972,34972,35172,34972@coolcats.edu,34972@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10933,10933,11133,10933@coolcats.edu,10933@coolcats.edu
1920,Woman,NA,10,Top Rung,Upper,NA,NA,Lower,NA,25883,25883,26083,25883@coolcats.edu,25883@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13958,13958,14158,13958@coolcats.edu,13958@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5507,5507,5707,5507@coolcats.edu,5507@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6726,6726,6926,6726@coolcats.edu,6726@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16860,16860,17060,16860@coolcats.edu,16860@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9313,9313,9513,9313@coolcats.edu,9313@coolcats.edu
1819,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,29579,29579,29779,29579@coolcats.edu,29579@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,20205,20205,20405,20205@coolcats.edu,20205@coolcats.edu
NA,NA,NA,6,6th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,16057,16057,16257,16057@coolcats.edu,16057@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16518,16518,16718,16518@coolcats.edu,16518@coolcats.edu
1920,Nonbinary,NA,NA,NA,NA,1,Working Class,NA,First-Generation,21959,21959,22159,21959@coolcats.edu,21959@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5659,5659,5859,5659@coolcats.edu,5659@coolcats.edu
1920,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,20987,20987,21187,20987@coolcats.edu,20987@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1113,1113,1313,1113@coolcats.edu,1113@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15855,15855,16055,15855@coolcats.edu,15855@coolcats.edu
NA,NA,Straight or Heterosexual,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,14196,14196,14396,14196@coolcats.edu,14196@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,25196,25196,25396,25196@coolcats.edu,25196@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8646,8646,8846,8646@coolcats.edu,8646@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3237,3237,3437,3237@coolcats.edu,3237@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13337,13337,13537,13337@coolcats.edu,13337@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19018,19018,19218,19018@coolcats.edu,19018@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,3,Middle Class,NA,Continuing-Generation,24908,24908,25108,24908@coolcats.edu,24908@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9051,9051,9251,9051@coolcats.edu,9051@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9538,9538,9738,9538@coolcats.edu,9538@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4048,4048,4248,4048@coolcats.edu,4048@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14598,14598,14798,14598@coolcats.edu,14598@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3690,3690,3890,3690@coolcats.edu,3690@coolcats.edu
2021,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,19327,19327,19527,19327@coolcats.edu,19327@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6698,6698,6898,6698@coolcats.edu,6698@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3845,3845,4045,3845@coolcats.edu,3845@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6447,6447,6647,6447@coolcats.edu,6447@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17222,17222,17422,17222@coolcats.edu,17222@coolcats.edu
NA,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,15848,15848,16048,15848@coolcats.edu,15848@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5878,5878,6078,5878@coolcats.edu,5878@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,2,Lower-Middle Class,Upper,Continuing-Generation,16994,16994,17194,16994@coolcats.edu,16994@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3812,3812,4012,3812@coolcats.edu,3812@coolcats.edu
1920,NA,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,21289,21289,21489,21289@coolcats.edu,21289@coolcats.edu
1920,Woman,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,24374,24374,24574,24374@coolcats.edu,24374@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,2,Lower-Middle Class,NA,Continuing-Generation,25393,25393,25593,25393@coolcats.edu,25393@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7060,7060,7260,7060@coolcats.edu,7060@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5834,5834,6034,5834@coolcats.edu,5834@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10050,10050,10250,10050@coolcats.edu,10050@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9312,9312,9512,9312@coolcats.edu,9312@coolcats.edu
1819,Woman,LGBQ+,5,5th Rung,Middle,3,Middle Class,NA,Continuing-Generation,38413,38413,38613,38413@coolcats.edu,38413@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12604,12604,12804,12604@coolcats.edu,12604@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9772,9772,9972,9772@coolcats.edu,9772@coolcats.edu
1819,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,36597,36597,36797,36597@coolcats.edu,36597@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,16486,16486,16686,16486@coolcats.edu,16486@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8660,8660,8860,8660@coolcats.edu,8660@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,21151,21151,21351,21151@coolcats.edu,21151@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11281,11281,11481,11281@coolcats.edu,11281@coolcats.edu
2021,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,19795,19795,19995,19795@coolcats.edu,19795@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20567,20567,20767,20567@coolcats.edu,20567@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6760,6760,6960,6760@coolcats.edu,6760@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5511,5511,5711,5511@coolcats.edu,5511@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,20015,20015,20215,20015@coolcats.edu,20015@coolcats.edu
1718,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,41929,41929,42129,41929@coolcats.edu,41929@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21198,21198,21398,21198@coolcats.edu,21198@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19134,19134,19334,19134@coolcats.edu,19134@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,18256,18256,18456,18256@coolcats.edu,18256@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1747,1747,1947,1747@coolcats.edu,1747@coolcats.edu
1920,Nonbinary,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21971,21971,22171,21971@coolcats.edu,21971@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4247,4247,4447,4247@coolcats.edu,4247@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12656,12656,12856,12656@coolcats.edu,12656@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12031,12031,12231,12031@coolcats.edu,12031@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2974,2974,3174,2974@coolcats.edu,2974@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,NA,NA,Upper,Continuing-Generation,5520,5520,5720,5520@coolcats.edu,5520@coolcats.edu
NA,NA,NA,3,3rd Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,11859,11859,12059,11859@coolcats.edu,11859@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9511,9511,9711,9511@coolcats.edu,9511@coolcats.edu
1920,Woman,NA,10,Top Rung,Upper,NA,NA,Middle,NA,22554,22554,22754,22554@coolcats.edu,22554@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,14594,14594,14794,14594@coolcats.edu,14594@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17941,17941,18141,17941@coolcats.edu,17941@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,23228,23228,23428,23228@coolcats.edu,23228@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9067,9067,9267,9067@coolcats.edu,9067@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12661,12661,12861,12661@coolcats.edu,12661@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4805,4805,5005,4805@coolcats.edu,4805@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,16875,16875,17075,16875@coolcats.edu,16875@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17356,17356,17556,17356@coolcats.edu,17356@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,139,139,339,139@coolcats.edu,139@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4299,4299,4499,4299@coolcats.edu,4299@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10228,10228,10428,10228@coolcats.edu,10228@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,12365,12365,12565,12365@coolcats.edu,12365@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9120,9120,9320,9120@coolcats.edu,9120@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11051,11051,11251,11051@coolcats.edu,11051@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10730,10730,10930,10730@coolcats.edu,10730@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9709,9709,9909,9709@coolcats.edu,9709@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,22772,22772,22972,22772@coolcats.edu,22772@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6314,6314,6514,6314@coolcats.edu,6314@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8604,8604,8804,8604@coolcats.edu,8604@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,38679,38679,38879,38679@coolcats.edu,38679@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11957,11957,12157,11957@coolcats.edu,11957@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8856,8856,9056,8856@coolcats.edu,8856@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18424,18424,18624,18424@coolcats.edu,18424@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,466,466,666,466@coolcats.edu,466@coolcats.edu
1920,Woman,NA,NA,NA,NA,1,Working Class,NA,First-Generation,25788,25788,25988,25788@coolcats.edu,25788@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19627,19627,19827,19627@coolcats.edu,19627@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4315,4315,4515,4315@coolcats.edu,4315@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9719,9719,9919,9719@coolcats.edu,9719@coolcats.edu
2223,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,16634,16634,16834,16634@coolcats.edu,16634@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2494,2494,2694,2494@coolcats.edu,2494@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20056,20056,20256,20056@coolcats.edu,20056@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1839,1839,2039,1839@coolcats.edu,1839@coolcats.edu
2021,NA,NA,5,5th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,19413,19413,19613,19413@coolcats.edu,19413@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20052,20052,20252,20052@coolcats.edu,20052@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17089,17089,17289,17089@coolcats.edu,17089@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,12839,12839,13039,12839@coolcats.edu,12839@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8949,8949,9149,8949@coolcats.edu,8949@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,14653,14653,14853,14653@coolcats.edu,14653@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10866,10866,11066,10866@coolcats.edu,10866@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,20573,20573,20773,20573@coolcats.edu,20573@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9185,9185,9385,9185@coolcats.edu,9185@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13257,13257,13457,13257@coolcats.edu,13257@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3190,3190,3390,3190@coolcats.edu,3190@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5881,5881,6081,5881@coolcats.edu,5881@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2071,2071,2271,2071@coolcats.edu,2071@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17862,17862,18062,17862@coolcats.edu,17862@coolcats.edu
2021,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,19624,19624,19824,19624@coolcats.edu,19624@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13789,13789,13989,13789@coolcats.edu,13789@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3021,3021,3221,3021@coolcats.edu,3021@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,NA,NA,NA,NA,37563,37563,37763,37563@coolcats.edu,37563@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8020,8020,8220,8020@coolcats.edu,8020@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5071,5071,5271,5071@coolcats.edu,5071@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3437,3437,3637,3437@coolcats.edu,3437@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7789,7789,7989,7789@coolcats.edu,7789@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2297,2297,2497,2297@coolcats.edu,2297@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3657,3657,3857,3657@coolcats.edu,3657@coolcats.edu
2021,NA,NA,5,5th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,19117,19117,19317,19117@coolcats.edu,19117@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2995,2995,3195,2995@coolcats.edu,2995@coolcats.edu
1819,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,31725,31725,31925,31725@coolcats.edu,31725@coolcats.edu
2122,NA,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,17943,17943,18143,17943@coolcats.edu,17943@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3819,3819,4019,3819@coolcats.edu,3819@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,24931,24931,25131,24931@coolcats.edu,24931@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2998,2998,3198,2998@coolcats.edu,2998@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20865,20865,21065,20865@coolcats.edu,20865@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18100,18100,18300,18100@coolcats.edu,18100@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11135,11135,11335,11135@coolcats.edu,11135@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4042,4042,4242,4042@coolcats.edu,4042@coolcats.edu
NA,NA,NA,NA,NA,NA,1,Working Class,NA,NA,15396,15396,15596,15396@coolcats.edu,15396@coolcats.edu
1819,Woman,LGBQ+,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,38568,38568,38768,38568@coolcats.edu,38568@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1358,1358,1558,1358@coolcats.edu,1358@coolcats.edu
1819,Woman,LGBQ+,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,32676,32676,32876,32676@coolcats.edu,32676@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,17004,17004,17204,17004@coolcats.edu,17004@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2545,2545,2745,2545@coolcats.edu,2545@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,20010,20010,20210,20010@coolcats.edu,20010@coolcats.edu
2021,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18625,18625,18825,18625@coolcats.edu,18625@coolcats.edu
2021,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,19484,19484,19684,19484@coolcats.edu,19484@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11025,11025,11225,11025@coolcats.edu,11025@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,16661,16661,16861,16661@coolcats.edu,16661@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,17440,17440,17640,17440@coolcats.edu,17440@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10296,10296,10496,10296@coolcats.edu,10296@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Middle,NA,22543,22543,22743,22543@coolcats.edu,22543@coolcats.edu
2122,NA,NA,6,6th Rung,Middle,5,Upper Class,Upper,Continuing-Generation,18233,18233,18433,18233@coolcats.edu,18233@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2200,2200,2400,2200@coolcats.edu,2200@coolcats.edu
2021,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,19850,19850,20050,19850@coolcats.edu,19850@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5593,5593,5793,5593@coolcats.edu,5593@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14013,14013,14213,14013@coolcats.edu,14013@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9989,9989,10189,9989@coolcats.edu,9989@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13889,13889,14089,13889@coolcats.edu,13889@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,NA,NA,NA,NA,37529,37529,37729,37529@coolcats.edu,37529@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10418,10418,10618,10418@coolcats.edu,10418@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5523,5523,5723,5523@coolcats.edu,5523@coolcats.edu
1819,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,33079,33079,33279,33079@coolcats.edu,33079@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15689,15689,15889,15689@coolcats.edu,15689@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,NA,NA,NA,NA,37625,37625,37825,37625@coolcats.edu,37625@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,NA,NA,Upper,Continuing-Generation,8358,8358,8558,8358@coolcats.edu,8358@coolcats.edu
1819,Woman,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,31928,31928,32128,31928@coolcats.edu,31928@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8851,8851,9051,8851@coolcats.edu,8851@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11065,11065,11265,11065@coolcats.edu,11065@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,23707,23707,23907,23707@coolcats.edu,23707@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1054,1054,1254,1054@coolcats.edu,1054@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2265,2265,2465,2265@coolcats.edu,2265@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13870,13870,14070,13870@coolcats.edu,13870@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7912,7912,8112,7912@coolcats.edu,7912@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10968,10968,11168,10968@coolcats.edu,10968@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5651,5651,5851,5651@coolcats.edu,5651@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1057,1057,1257,1057@coolcats.edu,1057@coolcats.edu
1920,Nonbinary,NA,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,21766,21766,21966,21766@coolcats.edu,21766@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,32116,32116,32316,32116@coolcats.edu,32116@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,25454,25454,25654,25454@coolcats.edu,25454@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9280,9280,9480,9280@coolcats.edu,9280@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12238,12238,12438,12238@coolcats.edu,12238@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6403,6403,6603,6403@coolcats.edu,6403@coolcats.edu
1617,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,43078,43078,43278,43078@coolcats.edu,43078@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6152,6152,6352,6152@coolcats.edu,6152@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9899,9899,10099,9899@coolcats.edu,9899@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8686,8686,8886,8686@coolcats.edu,8686@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14677,14677,14877,14677@coolcats.edu,14677@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6135,6135,6335,6135@coolcats.edu,6135@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5361,5361,5561,5361@coolcats.edu,5361@coolcats.edu
2021,NA,NA,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,19208,19208,19408,19208@coolcats.edu,19208@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11924,11924,12124,11924@coolcats.edu,11924@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,463,463,663,463@coolcats.edu,463@coolcats.edu
1718,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,41611,41611,41811,41611@coolcats.edu,41611@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11734,11734,11934,11734@coolcats.edu,11734@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4429,4429,4629,4429@coolcats.edu,4429@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9154,9154,9354,9154@coolcats.edu,9154@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12529,12529,12729,12529@coolcats.edu,12529@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,30082,30082,30282,30082@coolcats.edu,30082@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4077,4077,4277,4077@coolcats.edu,4077@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3109,3109,3309,3109@coolcats.edu,3109@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1271,1271,1471,1271@coolcats.edu,1271@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9574,9574,9774,9574@coolcats.edu,9574@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,380,380,580,380@coolcats.edu,380@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,First-Generation,8850,8850,9050,8850@coolcats.edu,8850@coolcats.edu
